input j; compress_in_place;hash_many;M11;M116;M21;M216;M41;M416;M81;M816;M161;M1616;ipCS;ipCE;ipPARENT;ipROOT;ipKH;ipDKC;ipDKM;
     45;          8;  26;          0;   0;   3;   1;   3;   0;   8;  11;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     46;          8;  27;          0;   0;   4;   0;   3;   1;   8;  11;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     47;         10;  28;          0;   0;   4;   1;   3;   1;   8;  11;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     48;          4;  26;          0;   0;   2;   0;   2;   0;  10;  12;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     49;          6;  27;          0;   0;   2;   1;   2;   0;  10;  12;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     50;          6;  28;          0;   0;   3;   0;   2;   1;  10;  12;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     51;          8;  29;          0;   0;   3;   1;   2;   1;  10;  12;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     52;          6;  29;          0;   0;   3;   0;   3;   0;  10;  13;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     53;          8;  30;          0;   0;   3;   1;   3;   0;  10;  13;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     54;          8;  31;          0;   0;   4;   0;   3;   1;  10;  13;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     55;         10;  32;          0;   0;   4;   1;   3;   1;  10;  13;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     56;          6;  31;          0;   0;   3;   0;   3;   0;  11;  14;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     57;          8;  32;          0;   0;   3;   1;   3;   0;  11;  14;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     58;          8;  33;          0;   0;   4;   0;   3;   1;  11;  14;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     59;         10;  34;          0;   0;   4;   1;   3;   1;  11;  14;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     60;          8;  34;          0;   0;   4;   0;   4;   0;  11;  15;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     61;         10;  35;          0;   0;   4;   1;   4;   0;  11;  15;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     62;         10;  36;          0;   0;   5;   0;   4;   1;  11;  15;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     63;         12;  37;          0;   0;   5;   1;   4;   1;  11;  15;   0;   0;       1; 1;11; 0; 0; 0; 0;
     64;          2;  33;          0;   0;   1;   0;   1;   0;  15;  16;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     65;          4;  34;          0;   0;   1;   1;   1;   0;  15;  16;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     66;          4;  35;          0;   0;   2;   0;   1;   1;  15;  16;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     67;          6;  36;          0;   0;   2;   1;   1;   1;  15;  16;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     68;          4;  36;          0;   0;   2;   0;   2;   0;  15;  17;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     69;          6;  37;          0;   0;   2;   1;   2;   0;  15;  17;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     70;          6;  38;          0;   0;   3;   0;   2;   1;  15;  17;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     71;          8;  39;          0;   0;   3;   1;   2;   1;  15;  17;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     72;          4;  38;          0;   0;   2;   0;   2;   0;  16;  18;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     73;          6;  39;          0;   0;   2;   1;   2;   0;  16;  18;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     74;          6;  40;          0;   0;   3;   0;   2;   1;  16;  18;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     75;          8;  41;          0;   0;   3;   1;   2;   1;  16;  18;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     76;          6;  41;          0;   0;   3;   0;   3;   0;  16;  19;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     77;          8;  42;          0;   0;   3;   1;   3;   0;  16;  19;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     78;          8;  43;          0;   0;   4;   0;   3;   1;  16;  19;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     79;         10;  44;          0;   0;   4;   1;   3;   1;  16;  19;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     80;          4;  42;          0;   0;   2;   0;   2;   0;  18;  20;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     81;          6;  43;          0;   0;   2;   1;   2;   0;  18;  20;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     82;          6;  44;          0;   0;   3;   0;   2;   1;  18;  20;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     83;          8;  45;          0;   0;   3;   1;   2;   1;  18;  20;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     84;          6;  45;          0;   0;   3;   0;   3;   0;  18;  21;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     85;          8;  46;          0;   0;   3;   1;   3;   0;  18;  21;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     86;          8;  47;          0;   0;   4;   0;   3;   1;  18;  21;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     87;         10;  48;          0;   0;   4;   1;   3;   1;  18;  21;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     88;          6;  47;          0;   0;   3;   0;   3;   0;  19;  22;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     89;          8;  48;          0;   0;   3;   1;   3;   0;  19;  22;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     90;          8;  49;          0;   0;   4;   0;   3;   1;  19;  22;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     91;         10;  50;          0;   0;   4;   1;   3;   1;  19;  22;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     92;          8;  50;          0;   0;   4;   0;   4;   0;  19;  23;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     93;         10;  51;          0;   0;   4;   1;   4;   0;  19;  23;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     94;         10;  52;          0;   0;   5;   0;   4;   1;  19;  23;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     95;         12;  53;          0;   0;   5;   1;   4;   1;  19;  23;   0;   0;       1; 1;11; 0; 0; 0; 0;
     96;          4;  50;          0;   0;   2;   0;   2;   0;  22;  24;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     97;          6;  51;          0;   0;   2;   1;   2;   0;  22;  24;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     98;          6;  52;          0;   0;   3;   0;   2;   1;  22;  24;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     99;          8;  53;          0;   0;   3;   1;   2;   1;  22;  24;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    100;          6;  53;          0;   0;   3;   0;   3;   0;  22;  25;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    101;          8;  54;          0;   0;   3;   1;   3;   0;  22;  25;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    102;          8;  55;          0;   0;   4;   0;   3;   1;  22;  25;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    103;         10;  56;          0;   0;   4;   1;   3;   1;  22;  25;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    104;          6;  55;          0;   0;   3;   0;   3;   0;  23;  26;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    105;          8;  56;          0;   0;   3;   1;   3;   0;  23;  26;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    106;          8;  57;          0;   0;   4;   0;   3;   1;  23;  26;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    107;         10;  58;          0;   0;   4;   1;   3;   1;  23;  26;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    108;          8;  58;          0;   0;   4;   0;   4;   0;  23;  27;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    109;         10;  59;          0;   0;   4;   1;   4;   0;  23;  27;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    110;         10;  60;          0;   0;   5;   0;   4;   1;  23;  27;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    111;         12;  61;          0;   0;   5;   1;   4;   1;  23;  27;   0;   0;       1; 1;11; 0; 0; 0; 0;
    112;          6;  59;          0;   0;   3;   0;   3;   0;  25;  28;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    113;          8;  60;          0;   0;   3;   1;   3;   0;  25;  28;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    114;          8;  61;          0;   0;   4;   0;   3;   1;  25;  28;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    115;         10;  62;          0;   0;   4;   1;   3;   1;  25;  28;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    116;          8;  62;          0;   0;   4;   0;   4;   0;  25;  29;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    117;         10;  63;          0;   0;   4;   1;   4;   0;  25;  29;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    118;         10;  64;          0;   0;   5;   0;   4;   1;  25;  29;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    119;         12;  65;          0;   0;   5;   1;   4;   1;  25;  29;   0;   0;       1; 1;11; 0; 0; 0; 0;
    120;          8;  64;          0;   0;   4;   0;   4;   0;  26;  30;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    121;         10;  65;          0;   0;   4;   1;   4;   0;  26;  30;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    122;         10;  66;          0;   0;   5;   0;   4;   1;  26;  30;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    123;         12;  67;          0;   0;   5;   1;   4;   1;  26;  30;   0;   0;       1; 1;11; 0; 0; 0; 0;
    124;         10;  67;          0;   0;   5;   0;   5;   0;  26;  31;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    125;         12;  68;          0;   0;   5;   1;   5;   0;  26;  31;   0;   0;       1; 1;11; 0; 0; 0; 0;
    126;         12;  69;          0;   0;   6;   0;   5;   1;  26;  31;   0;   0;       1; 1;11; 0; 0; 0; 0;
    127;         14;  70;          0;   0;   6;   1;   5;   1;  26;  31;   0;   0;       1; 1;13; 0; 0; 0; 0;
    128;          2;  65;          0;   0;   1;   0;   1;   0;  31;  32;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    129;          4;  66;          0;   0;   1;   1;   1;   0;  31;  32;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    130;          4;  67;          0;   0;   2;   0;   1;   1;  31;  32;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    131;          6;  68;          0;   0;   2;   1;   1;   1;  31;  32;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    132;          4;  68;          0;   0;   2;   0;   2;   0;  31;  33;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    133;          6;  69;          0;   0;   2;   1;   2;   0;  31;  33;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    134;          6;  70;          0;   0;   3;   0;   2;   1;  31;  33;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    135;          8;  71;          0;   0;   3;   1;   2;   1;  31;  33;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    136;          4;  70;          0;   0;   2;   0;   2;   0;  32;  34;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    137;          6;  71;          0;   0;   2;   1;   2;   0;  32;  34;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    138;          6;  72;          0;   0;   3;   0;   2;   1;  32;  34;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    139;          8;  73;          0;   0;   3;   1;   2;   1;  32;  34;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    140;          6;  73;          0;   0;   3;   0;   3;   0;  32;  35;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    141;          8;  74;          0;   0;   3;   1;   3;   0;  32;  35;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    142;          8;  75;          0;   0;   4;   0;   3;   1;  32;  35;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    143;         10;  76;          0;   0;   4;   1;   3;   1;  32;  35;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    144;          4;  74;          0;   0;   2;   0;   2;   0;  34;  36;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    145;          6;  75;          0;   0;   2;   1;   2;   0;  34;  36;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    146;          6;  76;          0;   0;   3;   0;   2;   1;  34;  36;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    147;          8;  77;          0;   0;   3;   1;   2;   1;  34;  36;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    148;          6;  77;          0;   0;   3;   0;   3;   0;  34;  37;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    149;          8;  78;          0;   0;   3;   1;   3;   0;  34;  37;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    150;          8;  79;          0;   0;   4;   0;   3;   1;  34;  37;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    151;         10;  80;          0;   0;   4;   1;   3;   1;  34;  37;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    152;          6;  79;          0;   0;   3;   0;   3;   0;  35;  38;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    153;          8;  80;          0;   0;   3;   1;   3;   0;  35;  38;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    154;          8;  81;          0;   0;   4;   0;   3;   1;  35;  38;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    155;         10;  82;          0;   0;   4;   1;   3;   1;  35;  38;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    156;          8;  82;          0;   0;   4;   0;   4;   0;  35;  39;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    157;         10;  83;          0;   0;   4;   1;   4;   0;  35;  39;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    158;         10;  84;          0;   0;   5;   0;   4;   1;  35;  39;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    159;         12;  85;          0;   0;   5;   1;   4;   1;  35;  39;   0;   0;       1; 1;11; 0; 0; 0; 0;
    160;          4;  82;          0;   0;   2;   0;   2;   0;  38;  40;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    161;          6;  83;          0;   0;   2;   1;   2;   0;  38;  40;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    162;          6;  84;          0;   0;   3;   0;   2;   1;  38;  40;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    163;          8;  85;          0;   0;   3;   1;   2;   1;  38;  40;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    164;          6;  85;          0;   0;   3;   0;   3;   0;  38;  41;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    165;          8;  86;          0;   0;   3;   1;   3;   0;  38;  41;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    166;          8;  87;          0;   0;   4;   0;   3;   1;  38;  41;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    167;         10;  88;          0;   0;   4;   1;   3;   1;  38;  41;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    168;          6;  87;          0;   0;   3;   0;   3;   0;  39;  42;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    169;          8;  88;          0;   0;   3;   1;   3;   0;  39;  42;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    170;          8;  89;          0;   0;   4;   0;   3;   1;  39;  42;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    171;         10;  90;          0;   0;   4;   1;   3;   1;  39;  42;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    172;          8;  90;          0;   0;   4;   0;   4;   0;  39;  43;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    173;         10;  91;          0;   0;   4;   1;   4;   0;  39;  43;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    174;         10;  92;          0;   0;   5;   0;   4;   1;  39;  43;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    175;         12;  93;          0;   0;   5;   1;   4;   1;  39;  43;   0;   0;       1; 1;11; 0; 0; 0; 0;
    176;          6;  91;          0;   0;   3;   0;   3;   0;  41;  44;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    177;          8;  92;          0;   0;   3;   1;   3;   0;  41;  44;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    178;          8;  93;          0;   0;   4;   0;   3;   1;  41;  44;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    179;         10;  94;          0;   0;   4;   1;   3;   1;  41;  44;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    180;          8;  94;          0;   0;   4;   0;   4;   0;  41;  45;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    181;         10;  95;          0;   0;   4;   1;   4;   0;  41;  45;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    182;         10;  96;          0;   0;   5;   0;   4;   1;  41;  45;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    183;         12;  97;          0;   0;   5;   1;   4;   1;  41;  45;   0;   0;       1; 1;11; 0; 0; 0; 0;
    184;          8;  96;          0;   0;   4;   0;   4;   0;  42;  46;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    185;         10;  97;          0;   0;   4;   1;   4;   0;  42;  46;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    186;         10;  98;          0;   0;   5;   0;   4;   1;  42;  46;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    187;         12;  99;          0;   0;   5;   1;   4;   1;  42;  46;   0;   0;       1; 1;11; 0; 0; 0; 0;
    188;         10;  99;          0;   0;   5;   0;   5;   0;  42;  47;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    189;         12; 100;          0;   0;   5;   1;   5;   0;  42;  47;   0;   0;       1; 1;11; 0; 0; 0; 0;
    190;         12; 101;          0;   0;   6;   0;   5;   1;  42;  47;   0;   0;       1; 1;11; 0; 0; 0; 0;
    191;         14; 102;          0;   0;   6;   1;   5;   1;  42;  47;   0;   0;       1; 1;13; 0; 0; 0; 0;
    192;          4;  98;          0;   0;   2;   0;   2;   0;  46;  48;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    193;          6;  99;          0;   0;   2;   1;   2;   0;  46;  48;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    194;          6; 100;          0;   0;   3;   0;   2;   1;  46;  48;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    195;          8; 101;          0;   0;   3;   1;   2;   1;  46;  48;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    196;          6; 101;          0;   0;   3;   0;   3;   0;  46;  49;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    197;          8; 102;          0;   0;   3;   1;   3;   0;  46;  49;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    198;          8; 103;          0;   0;   4;   0;   3;   1;  46;  49;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    199;         10; 104;          0;   0;   4;   1;   3;   1;  46;  49;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    200;          6; 103;          0;   0;   3;   0;   3;   0;  47;  50;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    201;          8; 104;          0;   0;   3;   1;   3;   0;  47;  50;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    202;          8; 105;          0;   0;   4;   0;   3;   1;  47;  50;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    203;         10; 106;          0;   0;   4;   1;   3;   1;  47;  50;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    204;          8; 106;          0;   0;   4;   0;   4;   0;  47;  51;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    205;         10; 107;          0;   0;   4;   1;   4;   0;  47;  51;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    206;         10; 108;          0;   0;   5;   0;   4;   1;  47;  51;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    207;         12; 109;          0;   0;   5;   1;   4;   1;  47;  51;   0;   0;       1; 1;11; 0; 0; 0; 0;
    208;          6; 107;          0;   0;   3;   0;   3;   0;  49;  52;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    209;          8; 108;          0;   0;   3;   1;   3;   0;  49;  52;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    210;          8; 109;          0;   0;   4;   0;   3;   1;  49;  52;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    211;         10; 110;          0;   0;   4;   1;   3;   1;  49;  52;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    212;          8; 110;          0;   0;   4;   0;   4;   0;  49;  53;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    213;         10; 111;          0;   0;   4;   1;   4;   0;  49;  53;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    214;         10; 112;          0;   0;   5;   0;   4;   1;  49;  53;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    215;         12; 113;          0;   0;   5;   1;   4;   1;  49;  53;   0;   0;       1; 1;11; 0; 0; 0; 0;
    216;          8; 112;          0;   0;   4;   0;   4;   0;  50;  54;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    217;         10; 113;          0;   0;   4;   1;   4;   0;  50;  54;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    218;         10; 114;          0;   0;   5;   0;   4;   1;  50;  54;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    219;         12; 115;          0;   0;   5;   1;   4;   1;  50;  54;   0;   0;       1; 1;11; 0; 0; 0; 0;
    220;         10; 115;          0;   0;   5;   0;   5;   0;  50;  55;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    221;         12; 116;          0;   0;   5;   1;   5;   0;  50;  55;   0;   0;       1; 1;11; 0; 0; 0; 0;
    222;         12; 117;          0;   0;   6;   0;   5;   1;  50;  55;   0;   0;       1; 1;11; 0; 0; 0; 0;
    223;         14; 118;          0;   0;   6;   1;   5;   1;  50;  55;   0;   0;       1; 1;13; 0; 0; 0; 0;
    224;          6; 115;          0;   0;   3;   0;   3;   0;  53;  56;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    225;          8; 116;          0;   0;   3;   1;   3;   0;  53;  56;   0;   0;       1; 1; 7; 0; 0; 0; 0;
