input j; compress_in_place;hash_many;M11;M116;M21;M216;M41;M416;M81;M816;M161;M1616;ipCS;ipCE;ipPARENT;ipROOT;ipKH;ipDKC;ipDKM;
     45;          8;  45;          0;   0;   3;   1;  19;  22;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     46;          8;  46;          0;   0;   4;   0;  19;  23;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     47;         10;  47;          0;   0;   4;   1;  19;  23;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     48;          4;  48;          0;   0;   2;   0;  22;  24;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     49;          6;  49;          0;   0;   2;   1;  22;  24;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     50;          6;  50;          0;   0;   3;   0;  22;  25;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     51;          8;  51;          0;   0;   3;   1;  22;  25;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     52;          6;  52;          0;   0;   3;   0;  23;  26;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     53;          8;  53;          0;   0;   3;   1;  23;  26;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     54;          8;  54;          0;   0;   4;   0;  23;  27;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     55;         10;  55;          0;   0;   4;   1;  23;  27;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     56;          6;  56;          0;   0;   3;   0;  25;  28;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     57;          8;  57;          0;   0;   3;   1;  25;  28;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     58;          8;  58;          0;   0;   4;   0;  25;  29;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     59;         10;  59;          0;   0;   4;   1;  25;  29;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     60;          8;  60;          0;   0;   4;   0;  26;  30;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     61;         10;  61;          0;   0;   4;   1;  26;  30;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     62;         10;  62;          0;   0;   5;   0;  26;  31;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     63;         12;  63;          0;   0;   5;   1;  26;  31;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
     64;          2;  64;          0;   0;   1;   0;  31;  32;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     65;          4;  65;          0;   0;   1;   1;  31;  32;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     66;          4;  66;          0;   0;   2;   0;  31;  33;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     67;          6;  67;          0;   0;   2;   1;  31;  33;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     68;          4;  68;          0;   0;   2;   0;  32;  34;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     69;          6;  69;          0;   0;   2;   1;  32;  34;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     70;          6;  70;          0;   0;   3;   0;  32;  35;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     71;          8;  71;          0;   0;   3;   1;  32;  35;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     72;          4;  72;          0;   0;   2;   0;  34;  36;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     73;          6;  73;          0;   0;   2;   1;  34;  36;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     74;          6;  74;          0;   0;   3;   0;  34;  37;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     75;          8;  75;          0;   0;   3;   1;  34;  37;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     76;          6;  76;          0;   0;   3;   0;  35;  38;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     77;          8;  77;          0;   0;   3;   1;  35;  38;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     78;          8;  78;          0;   0;   4;   0;  35;  39;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     79;         10;  79;          0;   0;   4;   1;  35;  39;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     80;          4;  80;          0;   0;   2;   0;  38;  40;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     81;          6;  81;          0;   0;   2;   1;  38;  40;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     82;          6;  82;          0;   0;   3;   0;  38;  41;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     83;          8;  83;          0;   0;   3;   1;  38;  41;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     84;          6;  84;          0;   0;   3;   0;  39;  42;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     85;          8;  85;          0;   0;   3;   1;  39;  42;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     86;          8;  86;          0;   0;   4;   0;  39;  43;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     87;         10;  87;          0;   0;   4;   1;  39;  43;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     88;          6;  88;          0;   0;   3;   0;  41;  44;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     89;          8;  89;          0;   0;   3;   1;  41;  44;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     90;          8;  90;          0;   0;   4;   0;  41;  45;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     91;         10;  91;          0;   0;   4;   1;  41;  45;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     92;          8;  92;          0;   0;   4;   0;  42;  46;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     93;         10;  93;          0;   0;   4;   1;  42;  46;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     94;         10;  94;          0;   0;   5;   0;  42;  47;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     95;         12;  95;          0;   0;   5;   1;  42;  47;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
     96;          4;  96;          0;   0;   2;   0;  46;  48;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     97;          6;  97;          0;   0;   2;   1;  46;  48;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     98;          6;  98;          0;   0;   3;   0;  46;  49;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     99;          8;  99;          0;   0;   3;   1;  46;  49;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    100;          6; 100;          0;   0;   3;   0;  47;  50;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    101;          8; 101;          0;   0;   3;   1;  47;  50;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    102;          8; 102;          0;   0;   4;   0;  47;  51;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    103;         10; 103;          0;   0;   4;   1;  47;  51;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    104;          6; 104;          0;   0;   3;   0;  49;  52;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    105;          8; 105;          0;   0;   3;   1;  49;  52;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    106;          8; 106;          0;   0;   4;   0;  49;  53;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    107;         10; 107;          0;   0;   4;   1;  49;  53;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    108;          8; 108;          0;   0;   4;   0;  50;  54;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    109;         10; 109;          0;   0;   4;   1;  50;  54;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    110;         10; 110;          0;   0;   5;   0;  50;  55;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    111;         12; 111;          0;   0;   5;   1;  50;  55;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    112;          6; 112;          0;   0;   3;   0;  53;  56;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    113;          8; 113;          0;   0;   3;   1;  53;  56;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    114;          8; 114;          0;   0;   4;   0;  53;  57;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    115;         10; 115;          0;   0;   4;   1;  53;  57;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    116;          8; 116;          0;   0;   4;   0;  54;  58;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    117;         10; 117;          0;   0;   4;   1;  54;  58;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    118;         10; 118;          0;   0;   5;   0;  54;  59;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    119;         12; 119;          0;   0;   5;   1;  54;  59;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    120;          8; 120;          0;   0;   4;   0;  56;  60;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    121;         10; 121;          0;   0;   4;   1;  56;  60;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    122;         10; 122;          0;   0;   5;   0;  56;  61;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    123;         12; 123;          0;   0;   5;   1;  56;  61;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    124;         10; 124;          0;   0;   5;   0;  57;  62;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    125;         12; 125;          0;   0;   5;   1;  57;  62;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    126;         12; 126;          0;   0;   6;   0;  57;  63;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    127;         14; 127;          0;   0;   6;   1;  57;  63;   0;   0;   0;   0;       1; 1;13; 0; 0; 0; 0;
    128;          2; 128;          0;   0;   1;   0;  63;  64;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    129;          4; 129;          0;   0;   1;   1;  63;  64;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    130;          4; 130;          0;   0;   2;   0;  63;  65;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    131;          6; 131;          0;   0;   2;   1;  63;  65;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    132;          4; 132;          0;   0;   2;   0;  64;  66;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    133;          6; 133;          0;   0;   2;   1;  64;  66;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    134;          6; 134;          0;   0;   3;   0;  64;  67;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    135;          8; 135;          0;   0;   3;   1;  64;  67;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    136;          4; 136;          0;   0;   2;   0;  66;  68;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    137;          6; 137;          0;   0;   2;   1;  66;  68;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    138;          6; 138;          0;   0;   3;   0;  66;  69;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    139;          8; 139;          0;   0;   3;   1;  66;  69;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    140;          6; 140;          0;   0;   3;   0;  67;  70;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    141;          8; 141;          0;   0;   3;   1;  67;  70;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    142;          8; 142;          0;   0;   4;   0;  67;  71;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    143;         10; 143;          0;   0;   4;   1;  67;  71;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    144;          4; 144;          0;   0;   2;   0;  70;  72;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    145;          6; 145;          0;   0;   2;   1;  70;  72;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    146;          6; 146;          0;   0;   3;   0;  70;  73;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    147;          8; 147;          0;   0;   3;   1;  70;  73;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    148;          6; 148;          0;   0;   3;   0;  71;  74;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    149;          8; 149;          0;   0;   3;   1;  71;  74;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    150;          8; 150;          0;   0;   4;   0;  71;  75;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    151;         10; 151;          0;   0;   4;   1;  71;  75;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    152;          6; 152;          0;   0;   3;   0;  73;  76;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    153;          8; 153;          0;   0;   3;   1;  73;  76;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    154;          8; 154;          0;   0;   4;   0;  73;  77;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    155;         10; 155;          0;   0;   4;   1;  73;  77;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    156;          8; 156;          0;   0;   4;   0;  74;  78;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    157;         10; 157;          0;   0;   4;   1;  74;  78;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    158;         10; 158;          0;   0;   5;   0;  74;  79;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    159;         12; 159;          0;   0;   5;   1;  74;  79;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    160;          4; 160;          0;   0;   2;   0;  78;  80;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    161;          6; 161;          0;   0;   2;   1;  78;  80;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    162;          6; 162;          0;   0;   3;   0;  78;  81;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    163;          8; 163;          0;   0;   3;   1;  78;  81;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    164;          6; 164;          0;   0;   3;   0;  79;  82;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    165;          8; 165;          0;   0;   3;   1;  79;  82;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    166;          8; 166;          0;   0;   4;   0;  79;  83;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    167;         10; 167;          0;   0;   4;   1;  79;  83;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    168;          6; 168;          0;   0;   3;   0;  81;  84;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    169;          8; 169;          0;   0;   3;   1;  81;  84;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    170;          8; 170;          0;   0;   4;   0;  81;  85;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    171;         10; 171;          0;   0;   4;   1;  81;  85;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    172;          8; 172;          0;   0;   4;   0;  82;  86;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    173;         10; 173;          0;   0;   4;   1;  82;  86;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    174;         10; 174;          0;   0;   5;   0;  82;  87;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    175;         12; 175;          0;   0;   5;   1;  82;  87;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    176;          6; 176;          0;   0;   3;   0;  85;  88;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    177;          8; 177;          0;   0;   3;   1;  85;  88;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    178;          8; 178;          0;   0;   4;   0;  85;  89;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    179;         10; 179;          0;   0;   4;   1;  85;  89;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    180;          8; 180;          0;   0;   4;   0;  86;  90;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    181;         10; 181;          0;   0;   4;   1;  86;  90;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    182;         10; 182;          0;   0;   5;   0;  86;  91;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    183;         12; 183;          0;   0;   5;   1;  86;  91;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    184;          8; 184;          0;   0;   4;   0;  88;  92;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    185;         10; 185;          0;   0;   4;   1;  88;  92;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    186;         10; 186;          0;   0;   5;   0;  88;  93;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    187;         12; 187;          0;   0;   5;   1;  88;  93;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    188;         10; 188;          0;   0;   5;   0;  89;  94;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    189;         12; 189;          0;   0;   5;   1;  89;  94;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    190;         12; 190;          0;   0;   6;   0;  89;  95;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    191;         14; 191;          0;   0;   6;   1;  89;  95;   0;   0;   0;   0;       1; 1;13; 0; 0; 0; 0;
    192;          4; 192;          0;   0;   2;   0;  94;  96;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    193;          6; 193;          0;   0;   2;   1;  94;  96;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    194;          6; 194;          0;   0;   3;   0;  94;  97;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    195;          8; 195;          0;   0;   3;   1;  94;  97;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    196;          6; 196;          0;   0;   3;   0;  95;  98;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    197;          8; 197;          0;   0;   3;   1;  95;  98;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    198;          8; 198;          0;   0;   4;   0;  95;  99;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    199;         10; 199;          0;   0;   4;   1;  95;  99;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    200;          6; 200;          0;   0;   3;   0;  97; 100;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    201;          8; 201;          0;   0;   3;   1;  97; 100;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    202;          8; 202;          0;   0;   4;   0;  97; 101;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    203;         10; 203;          0;   0;   4;   1;  97; 101;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    204;          8; 204;          0;   0;   4;   0;  98; 102;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    205;         10; 205;          0;   0;   4;   1;  98; 102;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    206;         10; 206;          0;   0;   5;   0;  98; 103;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    207;         12; 207;          0;   0;   5;   1;  98; 103;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    208;          6; 208;          0;   0;   3;   0; 101; 104;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    209;          8; 209;          0;   0;   3;   1; 101; 104;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    210;          8; 210;          0;   0;   4;   0; 101; 105;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    211;         10; 211;          0;   0;   4;   1; 101; 105;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    212;          8; 212;          0;   0;   4;   0; 102; 106;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    213;         10; 213;          0;   0;   4;   1; 102; 106;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    214;         10; 214;          0;   0;   5;   0; 102; 107;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    215;         12; 215;          0;   0;   5;   1; 102; 107;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    216;          8; 216;          0;   0;   4;   0; 104; 108;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    217;         10; 217;          0;   0;   4;   1; 104; 108;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    218;         10; 218;          0;   0;   5;   0; 104; 109;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    219;         12; 219;          0;   0;   5;   1; 104; 109;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    220;         10; 220;          0;   0;   5;   0; 105; 110;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    221;         12; 221;          0;   0;   5;   1; 105; 110;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    222;         12; 222;          0;   0;   6;   0; 105; 111;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    223;         14; 223;          0;   0;   6;   1; 105; 111;   0;   0;   0;   0;       1; 1;13; 0; 0; 0; 0;
    224;          6; 224;          0;   0;   3;   0; 109; 112;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    225;          8; 225;          0;   0;   3;   1; 109; 112;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    226;          8; 226;          0;   0;   4;   0; 109; 113;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
