input j; compress_in_place;hash_many;M11;M116;M21;M216;M41;M416;M81;M816;M161;M1616;ipCS;ipCE;ipPARENT;ipROOT;ipKH;ipDKC;ipDKM;
    225;          8;  63;          0;   0;   3;   1;   3;   0;   3;   0;  25;  28;       1; 1; 7; 0; 0; 0; 0;
    226;          8;  64;          0;   0;   4;   0;   3;   1;   3;   0;  25;  28;       1; 1; 7; 0; 0; 0; 0;
    227;         10;  65;          0;   0;   4;   1;   3;   1;   3;   0;  25;  28;       1; 1; 9; 0; 0; 0; 0;
    228;          8;  65;          0;   0;   4;   0;   4;   0;   3;   1;  25;  28;       1; 1; 7; 0; 0; 0; 0;
    229;         10;  66;          0;   0;   4;   1;   4;   0;   3;   1;  25;  28;       1; 1; 9; 0; 0; 0; 0;
    230;         10;  67;          0;   0;   5;   0;   4;   1;   3;   1;  25;  28;       1; 1; 9; 0; 0; 0; 0;
    231;         12;  68;          0;   0;   5;   1;   4;   1;   3;   1;  25;  28;       1; 1;11; 0; 0; 0; 0;
    232;          8;  66;          0;   0;   4;   0;   4;   0;   4;   0;  25;  29;       1; 1; 7; 0; 0; 0; 0;
    233;         10;  67;          0;   0;   4;   1;   4;   0;   4;   0;  25;  29;       1; 1; 9; 0; 0; 0; 0;
    234;         10;  68;          0;   0;   5;   0;   4;   1;   4;   0;  25;  29;       1; 1; 9; 0; 0; 0; 0;
    235;         12;  69;          0;   0;   5;   1;   4;   1;   4;   0;  25;  29;       1; 1;11; 0; 0; 0; 0;
    236;         10;  69;          0;   0;   5;   0;   5;   0;   4;   1;  25;  29;       1; 1; 9; 0; 0; 0; 0;
    237;         12;  70;          0;   0;   5;   1;   5;   0;   4;   1;  25;  29;       1; 1;11; 0; 0; 0; 0;
    238;         12;  71;          0;   0;   6;   0;   5;   1;   4;   1;  25;  29;       1; 1;11; 0; 0; 0; 0;
    239;         14;  72;          0;   0;   6;   1;   5;   1;   4;   1;  25;  29;       1; 1;13; 0; 0; 0; 0;
    240;          8;  68;          0;   0;   4;   0;   4;   0;   4;   0;  26;  30;       1; 1; 7; 0; 0; 0; 0;
    241;         10;  69;          0;   0;   4;   1;   4;   0;   4;   0;  26;  30;       1; 1; 9; 0; 0; 0; 0;
    242;         10;  70;          0;   0;   5;   0;   4;   1;   4;   0;  26;  30;       1; 1; 9; 0; 0; 0; 0;
    243;         12;  71;          0;   0;   5;   1;   4;   1;   4;   0;  26;  30;       1; 1;11; 0; 0; 0; 0;
    244;         10;  71;          0;   0;   5;   0;   5;   0;   4;   1;  26;  30;       1; 1; 9; 0; 0; 0; 0;
    245;         12;  72;          0;   0;   5;   1;   5;   0;   4;   1;  26;  30;       1; 1;11; 0; 0; 0; 0;
    246;         12;  73;          0;   0;   6;   0;   5;   1;   4;   1;  26;  30;       1; 1;11; 0; 0; 0; 0;
    247;         14;  74;          0;   0;   6;   1;   5;   1;   4;   1;  26;  30;       1; 1;13; 0; 0; 0; 0;
    248;         10;  72;          0;   0;   5;   0;   5;   0;   5;   0;  26;  31;       1; 1; 9; 0; 0; 0; 0;
    249;         12;  73;          0;   0;   5;   1;   5;   0;   5;   0;  26;  31;       1; 1;11; 0; 0; 0; 0;
    250;         12;  74;          0;   0;   6;   0;   5;   1;   5;   0;  26;  31;       1; 1;11; 0; 0; 0; 0;
    251;         14;  75;          0;   0;   6;   1;   5;   1;   5;   0;  26;  31;       1; 1;13; 0; 0; 0; 0;
    252;         12;  75;          0;   0;   6;   0;   6;   0;   5;   1;  26;  31;       1; 1;11; 0; 0; 0; 0;
    253;         14;  76;          0;   0;   6;   1;   6;   0;   5;   1;  26;  31;       1; 1;13; 0; 0; 0; 0;
    254;         14;  77;          0;   0;   7;   0;   6;   1;   5;   1;  26;  31;       1; 1;13; 0; 0; 0; 0;
    255;         16;  78;          0;   0;   7;   1;   6;   1;   5;   1;  26;  31;       1; 1;15; 0; 0; 0; 0;
    256;          2;  66;          0;   0;   1;   0;   1;   0;   1;   0;  31;  32;       1; 1; 1; 0; 0; 0; 0;
    257;          4;  67;          0;   0;   1;   1;   1;   0;   1;   0;  31;  32;       1; 1; 3; 0; 0; 0; 0;
    258;          4;  68;          0;   0;   2;   0;   1;   1;   1;   0;  31;  32;       1; 1; 3; 0; 0; 0; 0;
    259;          6;  69;          0;   0;   2;   1;   1;   1;   1;   0;  31;  32;       1; 1; 5; 0; 0; 0; 0;
    260;          4;  69;          0;   0;   2;   0;   2;   0;   1;   1;  31;  32;       1; 1; 3; 0; 0; 0; 0;
    261;          6;  70;          0;   0;   2;   1;   2;   0;   1;   1;  31;  32;       1; 1; 5; 0; 0; 0; 0;
    262;          6;  71;          0;   0;   3;   0;   2;   1;   1;   1;  31;  32;       1; 1; 5; 0; 0; 0; 0;
    263;          8;  72;          0;   0;   3;   1;   2;   1;   1;   1;  31;  32;       1; 1; 7; 0; 0; 0; 0;
    264;          4;  70;          0;   0;   2;   0;   2;   0;   2;   0;  31;  33;       1; 1; 3; 0; 0; 0; 0;
    265;          6;  71;          0;   0;   2;   1;   2;   0;   2;   0;  31;  33;       1; 1; 5; 0; 0; 0; 0;
    266;          6;  72;          0;   0;   3;   0;   2;   1;   2;   0;  31;  33;       1; 1; 5; 0; 0; 0; 0;
    267;          8;  73;          0;   0;   3;   1;   2;   1;   2;   0;  31;  33;       1; 1; 7; 0; 0; 0; 0;
    268;          6;  73;          0;   0;   3;   0;   3;   0;   2;   1;  31;  33;       1; 1; 5; 0; 0; 0; 0;
    269;          8;  74;          0;   0;   3;   1;   3;   0;   2;   1;  31;  33;       1; 1; 7; 0; 0; 0; 0;
    270;          8;  75;          0;   0;   4;   0;   3;   1;   2;   1;  31;  33;       1; 1; 7; 0; 0; 0; 0;
    271;         10;  76;          0;   0;   4;   1;   3;   1;   2;   1;  31;  33;       1; 1; 9; 0; 0; 0; 0;
    272;          4;  72;          0;   0;   2;   0;   2;   0;   2;   0;  32;  34;       1; 1; 3; 0; 0; 0; 0;
    273;          6;  73;          0;   0;   2;   1;   2;   0;   2;   0;  32;  34;       1; 1; 5; 0; 0; 0; 0;
    274;          6;  74;          0;   0;   3;   0;   2;   1;   2;   0;  32;  34;       1; 1; 5; 0; 0; 0; 0;
    275;          8;  75;          0;   0;   3;   1;   2;   1;   2;   0;  32;  34;       1; 1; 7; 0; 0; 0; 0;
    276;          6;  75;          0;   0;   3;   0;   3;   0;   2;   1;  32;  34;       1; 1; 5; 0; 0; 0; 0;
    277;          8;  76;          0;   0;   3;   1;   3;   0;   2;   1;  32;  34;       1; 1; 7; 0; 0; 0; 0;
    278;          8;  77;          0;   0;   4;   0;   3;   1;   2;   1;  32;  34;       1; 1; 7; 0; 0; 0; 0;
    279;         10;  78;          0;   0;   4;   1;   3;   1;   2;   1;  32;  34;       1; 1; 9; 0; 0; 0; 0;
    280;          6;  76;          0;   0;   3;   0;   3;   0;   3;   0;  32;  35;       1; 1; 5; 0; 0; 0; 0;
    281;          8;  77;          0;   0;   3;   1;   3;   0;   3;   0;  32;  35;       1; 1; 7; 0; 0; 0; 0;
    282;          8;  78;          0;   0;   4;   0;   3;   1;   3;   0;  32;  35;       1; 1; 7; 0; 0; 0; 0;
    283;         10;  79;          0;   0;   4;   1;   3;   1;   3;   0;  32;  35;       1; 1; 9; 0; 0; 0; 0;
    284;          8;  79;          0;   0;   4;   0;   4;   0;   3;   1;  32;  35;       1; 1; 7; 0; 0; 0; 0;
    285;         10;  80;          0;   0;   4;   1;   4;   0;   3;   1;  32;  35;       1; 1; 9; 0; 0; 0; 0;
    286;         10;  81;          0;   0;   5;   0;   4;   1;   3;   1;  32;  35;       1; 1; 9; 0; 0; 0; 0;
    287;         12;  82;          0;   0;   5;   1;   4;   1;   3;   1;  32;  35;       1; 1;11; 0; 0; 0; 0;
    288;          4;  76;          0;   0;   2;   0;   2;   0;   2;   0;  34;  36;       1; 1; 3; 0; 0; 0; 0;
    289;          6;  77;          0;   0;   2;   1;   2;   0;   2;   0;  34;  36;       1; 1; 5; 0; 0; 0; 0;
    290;          6;  78;          0;   0;   3;   0;   2;   1;   2;   0;  34;  36;       1; 1; 5; 0; 0; 0; 0;
    291;          8;  79;          0;   0;   3;   1;   2;   1;   2;   0;  34;  36;       1; 1; 7; 0; 0; 0; 0;
    292;          6;  79;          0;   0;   3;   0;   3;   0;   2;   1;  34;  36;       1; 1; 5; 0; 0; 0; 0;
    293;          8;  80;          0;   0;   3;   1;   3;   0;   2;   1;  34;  36;       1; 1; 7; 0; 0; 0; 0;
    294;          8;  81;          0;   0;   4;   0;   3;   1;   2;   1;  34;  36;       1; 1; 7; 0; 0; 0; 0;
    295;         10;  82;          0;   0;   4;   1;   3;   1;   2;   1;  34;  36;       1; 1; 9; 0; 0; 0; 0;
    296;          6;  80;          0;   0;   3;   0;   3;   0;   3;   0;  34;  37;       1; 1; 5; 0; 0; 0; 0;
    297;          8;  81;          0;   0;   3;   1;   3;   0;   3;   0;  34;  37;       1; 1; 7; 0; 0; 0; 0;
    298;          8;  82;          0;   0;   4;   0;   3;   1;   3;   0;  34;  37;       1; 1; 7; 0; 0; 0; 0;
    299;         10;  83;          0;   0;   4;   1;   3;   1;   3;   0;  34;  37;       1; 1; 9; 0; 0; 0; 0;
    300;          8;  83;          0;   0;   4;   0;   4;   0;   3;   1;  34;  37;       1; 1; 7; 0; 0; 0; 0;
    301;         10;  84;          0;   0;   4;   1;   4;   0;   3;   1;  34;  37;       1; 1; 9; 0; 0; 0; 0;
    302;         10;  85;          0;   0;   5;   0;   4;   1;   3;   1;  34;  37;       1; 1; 9; 0; 0; 0; 0;
    303;         12;  86;          0;   0;   5;   1;   4;   1;   3;   1;  34;  37;       1; 1;11; 0; 0; 0; 0;
    304;          6;  82;          0;   0;   3;   0;   3;   0;   3;   0;  35;  38;       1; 1; 5; 0; 0; 0; 0;
    305;          8;  83;          0;   0;   3;   1;   3;   0;   3;   0;  35;  38;       1; 1; 7; 0; 0; 0; 0;
    306;          8;  84;          0;   0;   4;   0;   3;   1;   3;   0;  35;  38;       1; 1; 7; 0; 0; 0; 0;
    307;         10;  85;          0;   0;   4;   1;   3;   1;   3;   0;  35;  38;       1; 1; 9; 0; 0; 0; 0;
    308;          8;  85;          0;   0;   4;   0;   4;   0;   3;   1;  35;  38;       1; 1; 7; 0; 0; 0; 0;
    309;         10;  86;          0;   0;   4;   1;   4;   0;   3;   1;  35;  38;       1; 1; 9; 0; 0; 0; 0;
    310;         10;  87;          0;   0;   5;   0;   4;   1;   3;   1;  35;  38;       1; 1; 9; 0; 0; 0; 0;
    311;         12;  88;          0;   0;   5;   1;   4;   1;   3;   1;  35;  38;       1; 1;11; 0; 0; 0; 0;
    312;          8;  86;          0;   0;   4;   0;   4;   0;   4;   0;  35;  39;       1; 1; 7; 0; 0; 0; 0;
    313;         10;  87;          0;   0;   4;   1;   4;   0;   4;   0;  35;  39;       1; 1; 9; 0; 0; 0; 0;
    314;         10;  88;          0;   0;   5;   0;   4;   1;   4;   0;  35;  39;       1; 1; 9; 0; 0; 0; 0;
    315;         12;  89;          0;   0;   5;   1;   4;   1;   4;   0;  35;  39;       1; 1;11; 0; 0; 0; 0;
    316;         10;  89;          0;   0;   5;   0;   5;   0;   4;   1;  35;  39;       1; 1; 9; 0; 0; 0; 0;
    317;         12;  90;          0;   0;   5;   1;   5;   0;   4;   1;  35;  39;       1; 1;11; 0; 0; 0; 0;
    318;         12;  91;          0;   0;   6;   0;   5;   1;   4;   1;  35;  39;       1; 1;11; 0; 0; 0; 0;
    319;         14;  92;          0;   0;   6;   1;   5;   1;   4;   1;  35;  39;       1; 1;13; 0; 0; 0; 0;
    320;          4;  84;          0;   0;   2;   0;   2;   0;   2;   0;  38;  40;       1; 1; 3; 0; 0; 0; 0;
    321;          6;  85;          0;   0;   2;   1;   2;   0;   2;   0;  38;  40;       1; 1; 5; 0; 0; 0; 0;
    322;          6;  86;          0;   0;   3;   0;   2;   1;   2;   0;  38;  40;       1; 1; 5; 0; 0; 0; 0;
    323;          8;  87;          0;   0;   3;   1;   2;   1;   2;   0;  38;  40;       1; 1; 7; 0; 0; 0; 0;
    324;          6;  87;          0;   0;   3;   0;   3;   0;   2;   1;  38;  40;       1; 1; 5; 0; 0; 0; 0;
    325;          8;  88;          0;   0;   3;   1;   3;   0;   2;   1;  38;  40;       1; 1; 7; 0; 0; 0; 0;
    326;          8;  89;          0;   0;   4;   0;   3;   1;   2;   1;  38;  40;       1; 1; 7; 0; 0; 0; 0;
    327;         10;  90;          0;   0;   4;   1;   3;   1;   2;   1;  38;  40;       1; 1; 9; 0; 0; 0; 0;
    328;          6;  88;          0;   0;   3;   0;   3;   0;   3;   0;  38;  41;       1; 1; 5; 0; 0; 0; 0;
    329;          8;  89;          0;   0;   3;   1;   3;   0;   3;   0;  38;  41;       1; 1; 7; 0; 0; 0; 0;
    330;          8;  90;          0;   0;   4;   0;   3;   1;   3;   0;  38;  41;       1; 1; 7; 0; 0; 0; 0;
    331;         10;  91;          0;   0;   4;   1;   3;   1;   3;   0;  38;  41;       1; 1; 9; 0; 0; 0; 0;
    332;          8;  91;          0;   0;   4;   0;   4;   0;   3;   1;  38;  41;       1; 1; 7; 0; 0; 0; 0;
    333;         10;  92;          0;   0;   4;   1;   4;   0;   3;   1;  38;  41;       1; 1; 9; 0; 0; 0; 0;
    334;         10;  93;          0;   0;   5;   0;   4;   1;   3;   1;  38;  41;       1; 1; 9; 0; 0; 0; 0;
    335;         12;  94;          0;   0;   5;   1;   4;   1;   3;   1;  38;  41;       1; 1;11; 0; 0; 0; 0;
    336;          6;  90;          0;   0;   3;   0;   3;   0;   3;   0;  39;  42;       1; 1; 5; 0; 0; 0; 0;
    337;          8;  91;          0;   0;   3;   1;   3;   0;   3;   0;  39;  42;       1; 1; 7; 0; 0; 0; 0;
    338;          8;  92;          0;   0;   4;   0;   3;   1;   3;   0;  39;  42;       1; 1; 7; 0; 0; 0; 0;
    339;         10;  93;          0;   0;   4;   1;   3;   1;   3;   0;  39;  42;       1; 1; 9; 0; 0; 0; 0;
    340;          8;  93;          0;   0;   4;   0;   4;   0;   3;   1;  39;  42;       1; 1; 7; 0; 0; 0; 0;
    341;         10;  94;          0;   0;   4;   1;   4;   0;   3;   1;  39;  42;       1; 1; 9; 0; 0; 0; 0;
    342;         10;  95;          0;   0;   5;   0;   4;   1;   3;   1;  39;  42;       1; 1; 9; 0; 0; 0; 0;
    343;         12;  96;          0;   0;   5;   1;   4;   1;   3;   1;  39;  42;       1; 1;11; 0; 0; 0; 0;
    344;          8;  94;          0;   0;   4;   0;   4;   0;   4;   0;  39;  43;       1; 1; 7; 0; 0; 0; 0;
    345;         10;  95;          0;   0;   4;   1;   4;   0;   4;   0;  39;  43;       1; 1; 9; 0; 0; 0; 0;
    346;         10;  96;          0;   0;   5;   0;   4;   1;   4;   0;  39;  43;       1; 1; 9; 0; 0; 0; 0;
    347;         12;  97;          0;   0;   5;   1;   4;   1;   4;   0;  39;  43;       1; 1;11; 0; 0; 0; 0;
    348;         10;  97;          0;   0;   5;   0;   5;   0;   4;   1;  39;  43;       1; 1; 9; 0; 0; 0; 0;
    349;         12;  98;          0;   0;   5;   1;   5;   0;   4;   1;  39;  43;       1; 1;11; 0; 0; 0; 0;
    350;         12;  99;          0;   0;   6;   0;   5;   1;   4;   1;  39;  43;       1; 1;11; 0; 0; 0; 0;
    351;         14; 100;          0;   0;   6;   1;   5;   1;   4;   1;  39;  43;       1; 1;13; 0; 0; 0; 0;
    352;          6;  94;          0;   0;   3;   0;   3;   0;   3;   0;  41;  44;       1; 1; 5; 0; 0; 0; 0;
    353;          8;  95;          0;   0;   3;   1;   3;   0;   3;   0;  41;  44;       1; 1; 7; 0; 0; 0; 0;
    354;          8;  96;          0;   0;   4;   0;   3;   1;   3;   0;  41;  44;       1; 1; 7; 0; 0; 0; 0;
    355;         10;  97;          0;   0;   4;   1;   3;   1;   3;   0;  41;  44;       1; 1; 9; 0; 0; 0; 0;
    356;          8;  97;          0;   0;   4;   0;   4;   0;   3;   1;  41;  44;       1; 1; 7; 0; 0; 0; 0;
    357;         10;  98;          0;   0;   4;   1;   4;   0;   3;   1;  41;  44;       1; 1; 9; 0; 0; 0; 0;
    358;         10;  99;          0;   0;   5;   0;   4;   1;   3;   1;  41;  44;       1; 1; 9; 0; 0; 0; 0;
    359;         12; 100;          0;   0;   5;   1;   4;   1;   3;   1;  41;  44;       1; 1;11; 0; 0; 0; 0;
    360;          8;  98;          0;   0;   4;   0;   4;   0;   4;   0;  41;  45;       1; 1; 7; 0; 0; 0; 0;
    361;         10;  99;          0;   0;   4;   1;   4;   0;   4;   0;  41;  45;       1; 1; 9; 0; 0; 0; 0;
    362;         10; 100;          0;   0;   5;   0;   4;   1;   4;   0;  41;  45;       1; 1; 9; 0; 0; 0; 0;
    363;         12; 101;          0;   0;   5;   1;   4;   1;   4;   0;  41;  45;       1; 1;11; 0; 0; 0; 0;
    364;         10; 101;          0;   0;   5;   0;   5;   0;   4;   1;  41;  45;       1; 1; 9; 0; 0; 0; 0;
    365;         12; 102;          0;   0;   5;   1;   5;   0;   4;   1;  41;  45;       1; 1;11; 0; 0; 0; 0;
    366;         12; 103;          0;   0;   6;   0;   5;   1;   4;   1;  41;  45;       1; 1;11; 0; 0; 0; 0;
    367;         14; 104;          0;   0;   6;   1;   5;   1;   4;   1;  41;  45;       1; 1;13; 0; 0; 0; 0;
    368;          8; 100;          0;   0;   4;   0;   4;   0;   4;   0;  42;  46;       1; 1; 7; 0; 0; 0; 0;
    369;         10; 101;          0;   0;   4;   1;   4;   0;   4;   0;  42;  46;       1; 1; 9; 0; 0; 0; 0;
    370;         10; 102;          0;   0;   5;   0;   4;   1;   4;   0;  42;  46;       1; 1; 9; 0; 0; 0; 0;
    371;         12; 103;          0;   0;   5;   1;   4;   1;   4;   0;  42;  46;       1; 1;11; 0; 0; 0; 0;
    372;         10; 103;          0;   0;   5;   0;   5;   0;   4;   1;  42;  46;       1; 1; 9; 0; 0; 0; 0;
    373;         12; 104;          0;   0;   5;   1;   5;   0;   4;   1;  42;  46;       1; 1;11; 0; 0; 0; 0;
    374;         12; 105;          0;   0;   6;   0;   5;   1;   4;   1;  42;  46;       1; 1;11; 0; 0; 0; 0;
    375;         14; 106;          0;   0;   6;   1;   5;   1;   4;   1;  42;  46;       1; 1;13; 0; 0; 0; 0;
    376;         10; 104;          0;   0;   5;   0;   5;   0;   5;   0;  42;  47;       1; 1; 9; 0; 0; 0; 0;
    377;         12; 105;          0;   0;   5;   1;   5;   0;   5;   0;  42;  47;       1; 1;11; 0; 0; 0; 0;
    378;         12; 106;          0;   0;   6;   0;   5;   1;   5;   0;  42;  47;       1; 1;11; 0; 0; 0; 0;
    379;         14; 107;          0;   0;   6;   1;   5;   1;   5;   0;  42;  47;       1; 1;13; 0; 0; 0; 0;
    380;         12; 107;          0;   0;   6;   0;   6;   0;   5;   1;  42;  47;       1; 1;11; 0; 0; 0; 0;
    381;         14; 108;          0;   0;   6;   1;   6;   0;   5;   1;  42;  47;       1; 1;13; 0; 0; 0; 0;
    382;         14; 109;          0;   0;   7;   0;   6;   1;   5;   1;  42;  47;       1; 1;13; 0; 0; 0; 0;
    383;         16; 110;          0;   0;   7;   1;   6;   1;   5;   1;  42;  47;       1; 1;15; 0; 0; 0; 0;
    384;          4; 100;          0;   0;   2;   0;   2;   0;   2;   0;  46;  48;       1; 1; 3; 0; 0; 0; 0;
    385;          6; 101;          0;   0;   2;   1;   2;   0;   2;   0;  46;  48;       1; 1; 5; 0; 0; 0; 0;
    386;          6; 102;          0;   0;   3;   0;   2;   1;   2;   0;  46;  48;       1; 1; 5; 0; 0; 0; 0;
    387;          8; 103;          0;   0;   3;   1;   2;   1;   2;   0;  46;  48;       1; 1; 7; 0; 0; 0; 0;
    388;          6; 103;          0;   0;   3;   0;   3;   0;   2;   1;  46;  48;       1; 1; 5; 0; 0; 0; 0;
    389;          8; 104;          0;   0;   3;   1;   3;   0;   2;   1;  46;  48;       1; 1; 7; 0; 0; 0; 0;
    390;          8; 105;          0;   0;   4;   0;   3;   1;   2;   1;  46;  48;       1; 1; 7; 0; 0; 0; 0;
    391;         10; 106;          0;   0;   4;   1;   3;   1;   2;   1;  46;  48;       1; 1; 9; 0; 0; 0; 0;
    392;          6; 104;          0;   0;   3;   0;   3;   0;   3;   0;  46;  49;       1; 1; 5; 0; 0; 0; 0;
    393;          8; 105;          0;   0;   3;   1;   3;   0;   3;   0;  46;  49;       1; 1; 7; 0; 0; 0; 0;
    394;          8; 106;          0;   0;   4;   0;   3;   1;   3;   0;  46;  49;       1; 1; 7; 0; 0; 0; 0;
    395;         10; 107;          0;   0;   4;   1;   3;   1;   3;   0;  46;  49;       1; 1; 9; 0; 0; 0; 0;
    396;          8; 107;          0;   0;   4;   0;   4;   0;   3;   1;  46;  49;       1; 1; 7; 0; 0; 0; 0;
    397;         10; 108;          0;   0;   4;   1;   4;   0;   3;   1;  46;  49;       1; 1; 9; 0; 0; 0; 0;
    398;         10; 109;          0;   0;   5;   0;   4;   1;   3;   1;  46;  49;       1; 1; 9; 0; 0; 0; 0;
    399;         12; 110;          0;   0;   5;   1;   4;   1;   3;   1;  46;  49;       1; 1;11; 0; 0; 0; 0;
    400;          6; 106;          0;   0;   3;   0;   3;   0;   3;   0;  47;  50;       1; 1; 5; 0; 0; 0; 0;
    401;          8; 107;          0;   0;   3;   1;   3;   0;   3;   0;  47;  50;       1; 1; 7; 0; 0; 0; 0;
    402;          8; 108;          0;   0;   4;   0;   3;   1;   3;   0;  47;  50;       1; 1; 7; 0; 0; 0; 0;
    403;         10; 109;          0;   0;   4;   1;   3;   1;   3;   0;  47;  50;       1; 1; 9; 0; 0; 0; 0;
    404;          8; 109;          0;   0;   4;   0;   4;   0;   3;   1;  47;  50;       1; 1; 7; 0; 0; 0; 0;
    405;         10; 110;          0;   0;   4;   1;   4;   0;   3;   1;  47;  50;       1; 1; 9; 0; 0; 0; 0;
    406;         10; 111;          0;   0;   5;   0;   4;   1;   3;   1;  47;  50;       1; 1; 9; 0; 0; 0; 0;
    407;         12; 112;          0;   0;   5;   1;   4;   1;   3;   1;  47;  50;       1; 1;11; 0; 0; 0; 0;
    408;          8; 110;          0;   0;   4;   0;   4;   0;   4;   0;  47;  51;       1; 1; 7; 0; 0; 0; 0;
    409;         10; 111;          0;   0;   4;   1;   4;   0;   4;   0;  47;  51;       1; 1; 9; 0; 0; 0; 0;
    410;         10; 112;          0;   0;   5;   0;   4;   1;   4;   0;  47;  51;       1; 1; 9; 0; 0; 0; 0;
    411;         12; 113;          0;   0;   5;   1;   4;   1;   4;   0;  47;  51;       1; 1;11; 0; 0; 0; 0;
    412;         10; 113;          0;   0;   5;   0;   5;   0;   4;   1;  47;  51;       1; 1; 9; 0; 0; 0; 0;
    413;         12; 114;          0;   0;   5;   1;   5;   0;   4;   1;  47;  51;       1; 1;11; 0; 0; 0; 0;
    414;         12; 115;          0;   0;   6;   0;   5;   1;   4;   1;  47;  51;       1; 1;11; 0; 0; 0; 0;
    415;         14; 116;          0;   0;   6;   1;   5;   1;   4;   1;  47;  51;       1; 1;13; 0; 0; 0; 0;
    416;          6; 110;          0;   0;   3;   0;   3;   0;   3;   0;  49;  52;       1; 1; 5; 0; 0; 0; 0;
    417;          8; 111;          0;   0;   3;   1;   3;   0;   3;   0;  49;  52;       1; 1; 7; 0; 0; 0; 0;
    418;          8; 112;          0;   0;   4;   0;   3;   1;   3;   0;  49;  52;       1; 1; 7; 0; 0; 0; 0;
    419;         10; 113;          0;   0;   4;   1;   3;   1;   3;   0;  49;  52;       1; 1; 9; 0; 0; 0; 0;
    420;          8; 113;          0;   0;   4;   0;   4;   0;   3;   1;  49;  52;       1; 1; 7; 0; 0; 0; 0;
    421;         10; 114;          0;   0;   4;   1;   4;   0;   3;   1;  49;  52;       1; 1; 9; 0; 0; 0; 0;
    422;         10; 115;          0;   0;   5;   0;   4;   1;   3;   1;  49;  52;       1; 1; 9; 0; 0; 0; 0;
    423;         12; 116;          0;   0;   5;   1;   4;   1;   3;   1;  49;  52;       1; 1;11; 0; 0; 0; 0;
    424;          8; 114;          0;   0;   4;   0;   4;   0;   4;   0;  49;  53;       1; 1; 7; 0; 0; 0; 0;
    425;         10; 115;          0;   0;   4;   1;   4;   0;   4;   0;  49;  53;       1; 1; 9; 0; 0; 0; 0;
    426;         10; 116;          0;   0;   5;   0;   4;   1;   4;   0;  49;  53;       1; 1; 9; 0; 0; 0; 0;
    427;         12; 117;          0;   0;   5;   1;   4;   1;   4;   0;  49;  53;       1; 1;11; 0; 0; 0; 0;
    428;         10; 117;          0;   0;   5;   0;   5;   0;   4;   1;  49;  53;       1; 1; 9; 0; 0; 0; 0;
    429;         12; 118;          0;   0;   5;   1;   5;   0;   4;   1;  49;  53;       1; 1;11; 0; 0; 0; 0;
    430;         12; 119;          0;   0;   6;   0;   5;   1;   4;   1;  49;  53;       1; 1;11; 0; 0; 0; 0;
    431;         14; 120;          0;   0;   6;   1;   5;   1;   4;   1;  49;  53;       1; 1;13; 0; 0; 0; 0;
    432;          8; 116;          0;   0;   4;   0;   4;   0;   4;   0;  50;  54;       1; 1; 7; 0; 0; 0; 0;
    433;         10; 117;          0;   0;   4;   1;   4;   0;   4;   0;  50;  54;       1; 1; 9; 0; 0; 0; 0;
    434;         10; 118;          0;   0;   5;   0;   4;   1;   4;   0;  50;  54;       1; 1; 9; 0; 0; 0; 0;
    435;         12; 119;          0;   0;   5;   1;   4;   1;   4;   0;  50;  54;       1; 1;11; 0; 0; 0; 0;
    436;         10; 119;          0;   0;   5;   0;   5;   0;   4;   1;  50;  54;       1; 1; 9; 0; 0; 0; 0;
    437;         12; 120;          0;   0;   5;   1;   5;   0;   4;   1;  50;  54;       1; 1;11; 0; 0; 0; 0;
    438;         12; 121;          0;   0;   6;   0;   5;   1;   4;   1;  50;  54;       1; 1;11; 0; 0; 0; 0;
    439;         14; 122;          0;   0;   6;   1;   5;   1;   4;   1;  50;  54;       1; 1;13; 0; 0; 0; 0;
    440;         10; 120;          0;   0;   5;   0;   5;   0;   5;   0;  50;  55;       1; 1; 9; 0; 0; 0; 0;
    441;         12; 121;          0;   0;   5;   1;   5;   0;   5;   0;  50;  55;       1; 1;11; 0; 0; 0; 0;
    442;         12; 122;          0;   0;   6;   0;   5;   1;   5;   0;  50;  55;       1; 1;11; 0; 0; 0; 0;
    443;         14; 123;          0;   0;   6;   1;   5;   1;   5;   0;  50;  55;       1; 1;13; 0; 0; 0; 0;
    444;         12; 123;          0;   0;   6;   0;   6;   0;   5;   1;  50;  55;       1; 1;11; 0; 0; 0; 0;
    445;         14; 124;          0;   0;   6;   1;   6;   0;   5;   1;  50;  55;       1; 1;13; 0; 0; 0; 0;
    446;         14; 125;          0;   0;   7;   0;   6;   1;   5;   1;  50;  55;       1; 1;13; 0; 0; 0; 0;
    447;         16; 126;          0;   0;   7;   1;   6;   1;   5;   1;  50;  55;       1; 1;15; 0; 0; 0; 0;
    448;          6; 118;          0;   0;   3;   0;   3;   0;   3;   0;  53;  56;       1; 1; 5; 0; 0; 0; 0;
    449;          8; 119;          0;   0;   3;   1;   3;   0;   3;   0;  53;  56;       1; 1; 7; 0; 0; 0; 0;
    450;          8; 120;          0;   0;   4;   0;   3;   1;   3;   0;  53;  56;       1; 1; 7; 0; 0; 0; 0;
    451;         10; 121;          0;   0;   4;   1;   3;   1;   3;   0;  53;  56;       1; 1; 9; 0; 0; 0; 0;
    452;          8; 121;          0;   0;   4;   0;   4;   0;   3;   1;  53;  56;       1; 1; 7; 0; 0; 0; 0;
    453;         10; 122;          0;   0;   4;   1;   4;   0;   3;   1;  53;  56;       1; 1; 9; 0; 0; 0; 0;
