input j; compress_in_place;hash_many;M11;M116;M21;M216;M41;M416;M81;M816;M161;M1616;ipCS;ipCE;ipPARENT;ipROOT;ipKH;ipDKC;ipDKM;
     25;          6;  72;          0;  50;  22;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     26;          6;  75;          0;  52;  23;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     27;          8;  77;          0;  54;  23;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     28;          6;  81;          0;  56;  25;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     29;          8;  83;          0;  58;  25;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     30;          8;  86;          0;  60;  26;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     31;         10;  88;          0;  62;  26;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     32;          2;  95;          0;  64;  31;   0;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     33;          4;  97;          0;  66;  31;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     34;          4; 100;          0;  68;  32;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     35;          6; 102;          0;  70;  32;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     36;          4; 106;          0;  72;  34;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     37;          6; 108;          0;  74;  34;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     38;          6; 111;          0;  76;  35;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     39;          8; 113;          0;  78;  35;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     40;          4; 118;          0;  80;  38;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     41;          6; 120;          0;  82;  38;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     42;          6; 123;          0;  84;  39;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     43;          8; 125;          0;  86;  39;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     44;          6; 129;          0;  88;  41;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     45;          8; 131;          0;  90;  41;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     46;          8; 134;          0;  92;  42;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     47;         10; 136;          0;  94;  42;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     48;          4; 142;          0;  96;  46;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     49;          6; 144;          0;  98;  46;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     50;          6; 147;          0; 100;  47;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     51;          8; 149;          0; 102;  47;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     52;          6; 153;          0; 104;  49;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     53;          8; 155;          0; 106;  49;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     54;          8; 158;          0; 108;  50;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     55;         10; 160;          0; 110;  50;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     56;          6; 165;          0; 112;  53;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     57;          8; 167;          0; 114;  53;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     58;          8; 170;          0; 116;  54;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     59;         10; 172;          0; 118;  54;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     60;          8; 176;          0; 120;  56;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     61;         10; 178;          0; 122;  56;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     62;         10; 181;          0; 124;  57;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     63;         12; 183;          0; 126;  57;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
     64;          2; 191;          0; 128;  63;   0;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
     65;          4; 193;          0; 130;  63;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     66;          4; 196;          0; 132;  64;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     67;          6; 198;          0; 134;  64;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     68;          4; 202;          0; 136;  66;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     69;          6; 204;          0; 138;  66;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     70;          6; 207;          0; 140;  67;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     71;          8; 209;          0; 142;  67;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     72;          4; 214;          0; 144;  70;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     73;          6; 216;          0; 146;  70;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     74;          6; 219;          0; 148;  71;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     75;          8; 221;          0; 150;  71;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     76;          6; 225;          0; 152;  73;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     77;          8; 227;          0; 154;  73;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     78;          8; 230;          0; 156;  74;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     79;         10; 232;          0; 158;  74;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     80;          4; 238;          0; 160;  78;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     81;          6; 240;          0; 162;  78;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     82;          6; 243;          0; 164;  79;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     83;          8; 245;          0; 166;  79;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     84;          6; 249;          0; 168;  81;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     85;          8; 251;          0; 170;  81;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     86;          8; 254;          0; 172;  82;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     87;         10; 256;          0; 174;  82;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     88;          6; 261;          0; 176;  85;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     89;          8; 263;          0; 178;  85;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     90;          8; 266;          0; 180;  86;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     91;         10; 268;          0; 182;  86;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     92;          8; 272;          0; 184;  88;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
     93;         10; 274;          0; 186;  88;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     94;         10; 277;          0; 188;  89;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
     95;         12; 279;          0; 190;  89;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
     96;          4; 286;          0; 192;  94;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
     97;          6; 288;          0; 194;  94;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     98;          6; 291;          0; 196;  95;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
     99;          8; 293;          0; 198;  95;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    100;          6; 297;          0; 200;  97;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    101;          8; 299;          0; 202;  97;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    102;          8; 302;          0; 204;  98;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    103;         10; 304;          0; 206;  98;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    104;          6; 309;          0; 208; 101;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    105;          8; 311;          0; 210; 101;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    106;          8; 314;          0; 212; 102;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    107;         10; 316;          0; 214; 102;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    108;          8; 320;          0; 216; 104;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    109;         10; 322;          0; 218; 104;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    110;         10; 325;          0; 220; 105;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    111;         12; 327;          0; 222; 105;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    112;          6; 333;          0; 224; 109;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    113;          8; 335;          0; 226; 109;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    114;          8; 338;          0; 228; 110;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    115;         10; 340;          0; 230; 110;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    116;          8; 344;          0; 232; 112;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    117;         10; 346;          0; 234; 112;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    118;         10; 349;          0; 236; 113;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    119;         12; 351;          0; 238; 113;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    120;          8; 356;          0; 240; 116;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    121;         10; 358;          0; 242; 116;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    122;         10; 361;          0; 244; 117;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    123;         12; 363;          0; 246; 117;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    124;         10; 367;          0; 248; 119;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    125;         12; 369;          0; 250; 119;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    126;         12; 372;          0; 252; 120;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    127;         14; 374;          0; 254; 120;   0;   0;   0;   0;   0;   0;   0;       1; 1;13; 0; 0; 0; 0;
    128;          2; 383;          0; 256; 127;   0;   0;   0;   0;   0;   0;   0;       1; 1; 1; 0; 0; 0; 0;
    129;          4; 385;          0; 258; 127;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    130;          4; 388;          0; 260; 128;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    131;          6; 390;          0; 262; 128;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    132;          4; 394;          0; 264; 130;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    133;          6; 396;          0; 266; 130;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    134;          6; 399;          0; 268; 131;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    135;          8; 401;          0; 270; 131;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    136;          4; 406;          0; 272; 134;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    137;          6; 408;          0; 274; 134;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    138;          6; 411;          0; 276; 135;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    139;          8; 413;          0; 278; 135;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    140;          6; 417;          0; 280; 137;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    141;          8; 419;          0; 282; 137;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    142;          8; 422;          0; 284; 138;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    143;         10; 424;          0; 286; 138;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    144;          4; 430;          0; 288; 142;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    145;          6; 432;          0; 290; 142;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    146;          6; 435;          0; 292; 143;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    147;          8; 437;          0; 294; 143;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    148;          6; 441;          0; 296; 145;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    149;          8; 443;          0; 298; 145;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    150;          8; 446;          0; 300; 146;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    151;         10; 448;          0; 302; 146;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    152;          6; 453;          0; 304; 149;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    153;          8; 455;          0; 306; 149;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    154;          8; 458;          0; 308; 150;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    155;         10; 460;          0; 310; 150;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    156;          8; 464;          0; 312; 152;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    157;         10; 466;          0; 314; 152;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    158;         10; 469;          0; 316; 153;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    159;         12; 471;          0; 318; 153;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    160;          4; 478;          0; 320; 158;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    161;          6; 480;          0; 322; 158;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    162;          6; 483;          0; 324; 159;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    163;          8; 485;          0; 326; 159;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    164;          6; 489;          0; 328; 161;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    165;          8; 491;          0; 330; 161;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    166;          8; 494;          0; 332; 162;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    167;         10; 496;          0; 334; 162;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    168;          6; 501;          0; 336; 165;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    169;          8; 503;          0; 338; 165;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    170;          8; 506;          0; 340; 166;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    171;         10; 508;          0; 342; 166;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    172;          8; 512;          0; 344; 168;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    173;         10; 514;          0; 346; 168;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    174;         10; 517;          0; 348; 169;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    175;         12; 519;          0; 350; 169;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    176;          6; 525;          0; 352; 173;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    177;          8; 527;          0; 354; 173;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    178;          8; 530;          0; 356; 174;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    179;         10; 532;          0; 358; 174;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    180;          8; 536;          0; 360; 176;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    181;         10; 538;          0; 362; 176;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    182;         10; 541;          0; 364; 177;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    183;         12; 543;          0; 366; 177;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    184;          8; 548;          0; 368; 180;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    185;         10; 550;          0; 370; 180;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    186;         10; 553;          0; 372; 181;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    187;         12; 555;          0; 374; 181;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    188;         10; 559;          0; 376; 183;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    189;         12; 561;          0; 378; 183;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    190;         12; 564;          0; 380; 184;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    191;         14; 566;          0; 382; 184;   0;   0;   0;   0;   0;   0;   0;       1; 1;13; 0; 0; 0; 0;
    192;          4; 574;          0; 384; 190;   0;   0;   0;   0;   0;   0;   0;       1; 1; 3; 0; 0; 0; 0;
    193;          6; 576;          0; 386; 190;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    194;          6; 579;          0; 388; 191;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    195;          8; 581;          0; 390; 191;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    196;          6; 585;          0; 392; 193;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    197;          8; 587;          0; 394; 193;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    198;          8; 590;          0; 396; 194;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    199;         10; 592;          0; 398; 194;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    200;          6; 597;          0; 400; 197;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    201;          8; 599;          0; 402; 197;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    202;          8; 602;          0; 404; 198;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    203;         10; 604;          0; 406; 198;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    204;          8; 608;          0; 408; 200;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    205;         10; 610;          0; 410; 200;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    206;         10; 613;          0; 412; 201;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    207;         12; 615;          0; 414; 201;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    208;          6; 621;          0; 416; 205;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    209;          8; 623;          0; 418; 205;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    210;          8; 626;          0; 420; 206;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    211;         10; 628;          0; 422; 206;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    212;          8; 632;          0; 424; 208;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    213;         10; 634;          0; 426; 208;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    214;         10; 637;          0; 428; 209;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    215;         12; 639;          0; 430; 209;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    216;          8; 644;          0; 432; 212;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
    217;         10; 646;          0; 434; 212;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    218;         10; 649;          0; 436; 213;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    219;         12; 651;          0; 438; 213;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    220;         10; 655;          0; 440; 215;   0;   0;   0;   0;   0;   0;   0;       1; 1; 9; 0; 0; 0; 0;
    221;         12; 657;          0; 442; 215;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    222;         12; 660;          0; 444; 216;   0;   0;   0;   0;   0;   0;   0;       1; 1;11; 0; 0; 0; 0;
    223;         14; 662;          0; 446; 216;   0;   0;   0;   0;   0;   0;   0;       1; 1;13; 0; 0; 0; 0;
    224;          6; 669;          0; 448; 221;   0;   0;   0;   0;   0;   0;   0;       1; 1; 5; 0; 0; 0; 0;
    225;          8; 671;          0; 450; 221;   0;   0;   0;   0;   0;   0;   0;       1; 1; 7; 0; 0; 0; 0;
